time,open,high,low,close,volume,target
2024-01-01 19:00:00,99.3385,100.0552,99.2003,100.1598,2295,1
2024-01-01 19:15:00,100.935,101.0118,100.8443,99.7737,2009,0
2024-01-01 19:30:00,100.0491,100.9895,99.5681,99.9064,3403,0
2024-01-01 19:45:00,102.0024,102.3953,101.8901,98.6481,2299,0
2024-01-01 20:00:00,100.1885,100.8168,99.5858,99.3374,2676,0
2024-01-01 20:15:00,99.3668,99.5423,98.8627,99.9182,1329,1
2024-01-01 20:30:00,99.6224,100.1436,98.7766,100.8794,1768,1
2024-01-01 20:45:00,98.9089,99.1294,98.2595,101.6041,4203,1
2024-01-01 21:00:00,98.7223,99.3771,97.8139,100.3597,2637,1
2024-01-01 21:15:00,100.6304,100.9363,99.9705,98.8138,1329,0
2024-01-01 21:30:00,100.5812,101.578,99.7612,99.27,1214,0
2024-01-01 21:45:00,101.2946,101.4035,100.7334,100.4286,3150,0
2024-01-01 22:00:00,99.2454,99.8094,98.7686,99.5061,4563,1
2024-01-01 22:15:00,101.6891,101.8727,100.8853,98.8998,2080,0
2024-01-01 22:30:00,99.7126,100.008,98.8501,99.6925,4344,1
2024-01-01 22:45:00,101.5744,102.4348,101.0302,99.9854,2297,0
2024-01-01 23:00:00,99.5672,100.0685,98.672,100.4106,4267,1
2024-01-01 23:15:00,99.2645,99.3535,98.7371,99.0749,2471,0
2024-01-01 23:30:00,100.2498,100.9784,99.5385,99.8586,3572,0
2024-01-01 23:45:00,101.0315,101.4756,100.7338,100.6348,1792,0
2024-01-02 00:00:00,100.161,100.2437,99.3425,100.6902,2170,1
2024-01-02 00:15:00,99.4145,99.8991,99.3515,101.1357,2691,1
2024-01-02 00:30:00,98.6588,99.1043,98.0081,100.5267,4949,1
2024-01-02 00:45:00,98.5985,99.1823,97.7513,100.1122,2136,1
2024-01-02 01:00:00,100.5027,100.9371,100.3329,102.1419,3930,1
2024-01-02 01:15:00,100.9897,101.5906,100.8299,99.9521,4985,0
2024-01-02 01:30:00,99.8357,100.5395,99.8354,101.6465,3840,1
2024-01-02 01:45:00,98.9256,99.9151,98.5398,99.4797,3179,1
2024-01-02 02:00:00,100.873,101.4306,100.5412,101.159,2214,1
2024-01-02 02:15:00,98.7196,99.1602,97.8179,98.5489,3405,0
2024-01-02 02:30:00,99.2869,99.9989,98.3812,100.7523,3665,1
2024-01-02 02:45:00,100.621,101.5349,99.9585,99.3502,1053,0
2024-01-02 03:00:00,97.7499,97.7729,97.1205,99.6841,1871,1
2024-01-02 03:15:00,100.3864,100.4225,99.5069,99.7407,1864,0
2024-01-02 03:30:00,99.4184,100.3957,98.7593,99.3934,2610,1
2024-01-02 03:45:00,100.1093,100.6553,99.9639,97.2395,1783,0
2024-01-02 04:00:00,99.9243,99.9761,99.7328,101.96,2740,1
2024-01-02 04:15:00,100.2021,100.8625,99.8785,99.6156,4048,0
2024-01-02 04:30:00,100.6942,100.7907,99.8613,98.618,4078,0
2024-01-02 04:45:00,99.2416,99.3477,98.3531,101.2112,4700,1
2024-01-02 05:00:00,101.421,101.8237,100.6811,101.6661,2389,1
2024-01-02 05:15:00,100.7261,101.3898,99.9439,99.9336,1969,0
2024-01-02 05:30:00,100.8437,101.6638,100.7492,99.7912,3266,0
2024-01-02 05:45:00,101.1649,102.0188,100.5551,98.7721,4164,0
2024-01-02 06:00:00,100.7876,101.1744,100.1973,100.3959,2980,0
2024-01-02 06:15:00,100.8441,101.8243,100.5566,98.9915,1284,0
2024-01-02 06:30:00,100.0756,100.2151,99.0835,101.919,2384,1
2024-01-02 06:45:00,98.5732,99.2439,98.5582,99.8384,2807,1
2024-01-02 07:00:00,99.865,100.0966,99.5333,100.5334,1904,1
2024-01-02 07:15:00,99.2305,99.9387,98.4529,99.125,3495,1
2024-01-02 07:30:00,98.5773,99.0466,98.2544,99.4104,4033,1
2024-01-02 07:45:00,100.2585,100.2888,100.1806,100.3847,4211,1
2024-01-02 08:00:00,99.4315,99.4762,98.7799,98.9216,2923,0
2024-01-02 08:15:00,98.9702,99.2661,98.5508,100.8473,4104,1
2024-01-02 08:30:00,98.957,99.0544,98.6815,99.1955,2616,1
2024-01-02 08:45:00,100.2684,100.9565,100.1478,100.308,1157,1
2024-01-02 09:00:00,100.3587,100.8195,99.4126,99.083,1542,0
2024-01-02 09:15:00,101.3225,101.9665,100.628,100.9066,4495,0
2024-01-02 09:30:00,99.9861,100.6527,99.0523,98.5529,3518,0
2024-01-02 09:45:00,101.0418,101.0893,100.1064,99.929,3220,0
2024-01-02 10:00:00,101.4023,101.8169,101.1411,99.8852,4005,0
2024-01-02 10:15:00,101.1502,101.8331,101.0702,98.0941,3901,0
2024-01-02 10:30:00,97.6347,98.5378,96.7248,99.206,2900,1
2024-01-02 10:45:00,101.2287,102.1747,100.5966,100.1245,4275,0
2024-01-02 11:00:00,100.3396,100.7223,100.0504,98.905,1929,0
2024-01-02 11:15:00,100.4238,101.0001,100.052,99.7147,3570,0
2024-01-02 11:30:00,100.3712,101.3052,99.8822,97.2797,2480,0
2024-01-02 11:45:00,100.3828,100.428,99.7707,100.0605,4907,0
2024-01-02 12:00:00,100.3194,101.2956,100.248,99.0455,1777,0
2024-01-02 12:15:00,99.6411,100.0959,99.4077,98.8205,4884,0
2024-01-02 12:30:00,98.0984,98.9477,97.9667,99.1995,3441,1
2024-01-02 12:45:00,99.8911,100.0589,99.0136,99.5939,1039,0
2024-01-02 13:00:00,99.1963,100.1321,98.7305,99.4402,1610,1
2024-01-02 13:15:00,101.0802,101.8547,100.3288,100.3089,2010,0
2024-01-02 13:30:00,99.7112,100.3641,99.0003,100.8868,1488,1
2024-01-02 13:45:00,100.0835,100.2566,99.892,100.4414,1369,1
2024-01-02 14:00:00,99.1504,99.5887,98.5695,99.7575,1432,1
2024-01-02 14:15:00,99.4894,100.0751,99.3554,101.2171,2785,1
2024-01-02 14:30:00,99.9885,100.3904,99.7357,99.0464,2244,0
2024-01-02 14:45:00,98.5146,99.4075,97.7841,99.5688,4392,1
2024-01-02 15:00:00,100.3007,100.8515,99.9914,97.0089,4637,0
2024-01-02 15:15:00,99.8939,99.983,99.1697,99.9756,4825,1
2024-01-02 15:30:00,98.8143,99.6896,98.5818,99.4813,4652,1
2024-01-02 15:45:00,97.6018,97.9131,96.7611,101.1326,1469,1
2024-01-02 16:00:00,100.5131,100.6847,99.8311,99.52,2306,0
2024-01-02 16:15:00,99.7024,100.3453,98.9334,99.3868,1773,0
2024-01-02 16:30:00,99.47,100.278,98.5995,102.2944,1834,1
2024-01-02 16:45:00,99.7638,100.0541,99.2086,100.418,2113,1
2024-01-02 17:00:00,101.8165,102.3039,101.5587,99.2113,2326,0
2024-01-02 17:15:00,99.9502,100.9182,99.4847,98.4241,1680,0
2024-01-02 17:30:00,100.0866,100.5286,100.062,98.6567,4449,0
2024-01-02 17:45:00,98.5129,98.886,98.0675,101.12,3787,1
2024-01-02 18:00:00,101.6473,102.1977,101.2461,100.0117,3899,0
2024-01-02 18:15:00,100.9175,101.6246,100.8694,100.5156,2514,0
2024-01-02 18:30:00,101.0669,101.7101,100.9704,100.3276,1789,0
2024-01-02 18:45:00,100.0477,100.0809,99.4058,99.3291,3966,0
2024-01-02 19:00:00,100.9167,101.8564,100.8618,99.4103,4189,0
2024-01-02 19:15:00,100.3709,100.8294,99.9802,100.7784,2965,1
2024-01-02 19:30:00,100.6132,101.3174,100.3026,99.7171,2224,0
2024-01-02 19:45:00,99.8478,100.4465,99.838,99.6403,4596,0
2024-01-02 20:00:00,98.5261,98.6903,98.4517,99.7146,3987,1
2024-01-02 20:15:00,101.0289,102.0236,100.2019,100.0656,2089,0
2024-01-02 20:30:00,98.065,98.8521,97.3276,101.3354,1654,1
2024-01-02 20:45:00,99.7601,100.4328,99.4928,100.3675,4305,1
2024-01-02 21:00:00,99.7955,100.0652,99.0795,100.905,1224,1
2024-01-02 21:15:00,98.9571,99.1486,98.8174,98.9443,4963,0
2024-01-02 21:30:00,100.6131,100.7027,99.8839,99.0186,3418,0
2024-01-02 21:45:00,99.7997,100.3573,99.6773,101.2465,1115,1
2024-01-02 22:00:00,99.5631,99.7742,98.9703,100.455,2828,1
2024-01-02 22:15:00,100.5198,100.9407,99.5221,100.3017,4711,0
2024-01-02 22:30:00,99.5234,100.2844,98.5831,99.8006,1600,1
2024-01-02 22:45:00,101.389,101.9956,101.308,101.5688,1157,1
2024-01-02 23:00:00,100.3515,100.669,99.7575,100.3681,3472,1
2024-01-02 23:15:00,99.5257,99.6185,99.0496,99.6105,1406,1
2024-01-02 23:30:00,98.0557,98.3639,98.0043,99.6045,3485,1
2024-01-02 23:45:00,98.6922,98.8895,97.9878,99.7211,2346,1
2024-01-03 00:00:00,101.0868,101.6321,100.5811,100.8868,4406,0
2024-01-03 00:15:00,99.9494,100.3718,99.3231,100.6418,2013,1
2024-01-03 00:30:00,99.7169,100.0757,99.581,100.556,3782,1
2024-01-03 00:45:00,101.6433,102.0297,101.4502,101.9086,3931,1
2024-01-03 01:00:00,98.7174,99.1254,98.0042,100.4661,3461,1
2024-01-03 01:15:00,99.4143,99.8405,98.4878,100.0912,1642,1
2024-01-03 01:30:00,99.5274,99.8545,99.1714,100.703,4488,1
2024-01-03 01:45:00,100.5863,101.346,99.6023,100.6089,2517,0
2024-01-03 02:00:00,99.3365,99.8657,99.1174,98.3442,3099,0
2024-01-03 02:15:00,99.3866,99.3979,99.1986,98.9835,1521,0
2024-01-03 02:30:00,98.3949,98.8056,97.6665,100.7732,4009,1
2024-01-03 02:45:00,100.7293,100.9543,100.4719,100.8747,3233,1
2024-01-03 03:00:00,100.8061,101.4015,99.8518,99.7567,1357,0
2024-01-03 03:15:00,99.5236,100.363,99.4764,99.5637,4020,1
2024-01-03 03:30:00,100.1633,100.9067,99.5953,98.6931,3683,0
2024-01-03 03:45:00,98.7074,98.8304,97.905,100.1517,3253,1
2024-01-03 04:00:00,99.5282,100.0287,98.7871,100.3317,4506,1
2024-01-03 04:15:00,101.378,101.8435,100.4183,100.6725,2443,0
2024-01-03 04:30:00,100.1357,100.5753,99.9069,99.6098,1967,0
2024-01-03 04:45:00,102.3104,102.6795,101.6943,99.4337,3881,0
2024-01-03 05:00:00,99.2128,99.8995,99.0826,100.9917,2490,1
2024-01-03 05:15:00,100.5803,100.702,100.4348,99.8883,2678,0
2024-01-03 05:30:00,99.8045,99.8544,99.0644,100.1146,2095,1
2024-01-03 05:45:00,100.5658,101.2093,99.8704,98.3751,2516,0
2024-01-03 06:00:00,99.9928,100.1933,99.2178,99.5251,2027,0
2024-01-03 06:15:00,99.4388,99.7974,98.5658,101.3151,3148,1
2024-01-03 06:30:00,99.1324,100.0545,98.9456,101.338,3384,1
2024-01-03 06:45:00,103.066,103.2079,102.3508,99.7488,4291,0
2024-01-03 07:00:00,99.9227,100.7725,99.1113,100.4739,4723,1
2024-01-03 07:15:00,97.9833,98.3891,97.7403,100.0695,4119,1
2024-01-03 07:30:00,99.3514,99.5431,98.8621,102.0809,3652,1
2024-01-03 07:45:00,100.678,101.6629,100.3582,97.4467,4134,0
2024-01-03 08:00:00,99.5,100.1077,99.4017,99.9244,2833,1
2024-01-03 08:15:00,101.3604,101.5826,100.5001,96.7278,4298,0
2024-01-03 08:30:00,101.0024,101.7658,100.2502,100.7484,4313,0
2024-01-03 08:45:00,99.8477,100.2182,99.8369,101.5725,4623,1
2024-01-03 09:00:00,99.5278,100.0601,99.1272,99.8927,1010,1
2024-01-03 09:15:00,98.9952,99.3518,98.1773,100.1531,3767,1
2024-01-03 09:30:00,99.3,99.4635,98.3414,100.5125,4374,1
2024-01-03 09:45:00,98.5269,99.3548,98.2817,101.2003,3217,1
2024-01-03 10:00:00,101.2044,101.9111,100.2524,97.8685,1563,0
2024-01-03 10:15:00,101.5907,101.8513,101.1232,99.6544,1382,0
2024-01-03 10:30:00,98.7439,99.2716,98.6944,100.3157,1474,1
2024-01-03 10:45:00,98.8183,98.831,98.8036,99.6167,3480,1
2024-01-03 11:00:00,98.2315,99.0763,98.1355,99.3402,2666,1
2024-01-03 11:15:00,99.0361,99.2584,98.4848,99.1009,4221,1
2024-01-03 11:30:00,96.8937,97.2014,95.9003,99.7109,1546,1
2024-01-03 11:45:00,98.8577,99.7483,98.027,100.2379,2915,1
2024-01-03 12:00:00,101.2969,101.4934,100.3308,101.1629,1485,0
2024-01-03 12:15:00,99.6543,100.3307,98.7239,100.1008,3110,1
2024-01-03 12:30:00,100.8546,100.9098,99.959,99.092,3979,0
2024-01-03 12:45:00,99.511,100.0832,98.6977,100.1291,2623,1
2024-01-03 13:00:00,101.7607,102.5308,101.1461,101.0618,4433,0
2024-01-03 13:15:00,100.1992,100.7658,99.5061,99.4587,1236,0
2024-01-03 13:30:00,99.618,100.6126,98.672,99.915,4404,1
2024-01-03 13:45:00,102.5524,103.1432,101.9052,100.7745,3422,0
2024-01-03 14:00:00,99.6755,100.0959,99.5895,99.3843,1244,0
2024-01-03 14:15:00,98.7788,99.0748,98.2468,99.8508,3288,1
2024-01-03 14:30:00,100.2019,100.8354,99.4109,100.0259,1235,0
2024-01-03 14:45:00,99.9612,100.6814,99.8481,100.5098,3440,1
2024-01-03 15:00:00,101.0663,101.4743,100.9883,98.0492,4944,0
2024-01-03 15:15:00,99.0784,100.0289,98.2293,100.2447,3565,1
2024-01-03 15:30:00,100.8047,101.4925,100.7154,99.5833,4687,0
2024-01-03 15:45:00,100.8527,101.4623,100.6989,99.9119,3790,0
2024-01-03 16:00:00,99.3323,99.622,98.8155,100.9987,4344,1
2024-01-03 16:15:00,100.1632,101.1468,99.5978,100.5487,4962,1
2024-01-03 16:30:00,99.1692,99.4117,98.3833,102.246,3680,1
2024-01-03 16:45:00,102.3458,102.8394,101.621,100.5118,1224,0
2024-01-03 17:00:00,99.2959,99.7555,99.2214,98.0459,3801,0
2024-01-03 17:15:00,99.5469,100.0171,98.9857,99.3922,4347,0
2024-01-03 17:30:00,98.9342,99.2949,98.2465,100.3791,3211,1
2024-01-03 17:45:00,99.6539,100.3668,98.6646,100.0979,3989,1
2024-01-03 18:00:00,99.9941,100.809,99.1963,101.2592,4701,1
2024-01-03 18:15:00,100.7678,100.9034,99.868,98.1526,1620,0
2024-01-03 18:30:00,99.3895,99.4303,99.0614,100.4278,1744,1
2024-01-03 18:45:00,99.8142,100.2587,99.2923,100.1292,1159,1
2024-01-03 19:00:00,98.5835,99.5831,98.5289,100.2147,1738,1
2024-01-03 19:15:00,99.1726,99.8396,98.3724,99.8091,1207,1
2024-01-03 19:30:00,102.7558,103.3655,102.1627,99.7405,3755,0
2024-01-03 19:45:00,101.0412,101.4881,100.3434,98.5649,2617,0
2024-01-03 20:00:00,99.2186,100.0158,98.221,101.8048,3078,1
2024-01-03 20:15:00,98.6626,98.7281,97.8458,99.0292,2625,1
2024-01-03 20:30:00,99.0244,99.6419,98.7992,100.9976,3719,1
2024-01-03 20:45:00,99.9783,100.7928,99.8901,99.7866,1058,0
2024-01-03 21:00:00,100.0347,100.3979,99.6954,99.8345,1662,0
2024-01-03 21:15:00,99.2556,99.706,98.579,101.8721,4061,1
2024-01-03 21:30:00,98.7134,99.0161,98.6741,99.8046,1613,1
2024-01-03 21:45:00,101.4224,101.8786,100.6217,101.1469,3639,0
2024-01-03 22:00:00,100.4517,101.1097,99.8527,99.8845,2334,0
2024-01-03 22:15:00,99.6254,99.6258,98.7949,100.5868,2487,1
2024-01-03 22:30:00,99.7793,99.8212,99.4378,99.6075,4362,0
2024-01-03 22:45:00,99.4705,99.9926,99.1467,98.9813,4823,0
2024-01-03 23:00:00,97.064,97.263,96.946,99.282,4336,1
2024-01-03 23:15:00,100.1157,100.3387,99.9587,100.8032,3000,1
2024-01-03 23:30:00,98.9295,99.3678,98.6384,100.4602,3245,1
2024-01-03 23:45:00,98.9973,99.5514,98.6703,100.3466,1644,1
2024-01-04 00:00:00,99.3597,100.1021,98.9455,99.8024,4167,1
2024-01-04 00:15:00,100.7323,100.9324,100.2696,100.2268,3605,0
2024-01-04 00:30:00,98.8295,99.6971,97.8865,100.8948,1296,1
2024-01-04 00:45:00,98.5657,99.4133,97.6495,100.1893,2748,1
2024-01-04 01:00:00,100.6399,101.2187,100.5476,100.2089,4306,0
2024-01-04 01:15:00,100.7544,100.8853,100.5817,98.6022,2767,0
2024-01-04 01:30:00,99.0411,99.4746,98.4913,99.3819,4444,1
2024-01-04 01:45:00,100.5624,100.6279,100.2826,99.3171,2949,0
2024-01-04 02:00:00,99.7084,100.6752,99.3733,99.1228,1340,0
2024-01-04 02:15:00,100.3013,100.4545,99.3037,100.2504,3801,1
2024-01-04 02:30:00,98.739,99.6173,97.7802,101.8109,3014,1
2024-01-04 02:45:00,100.8329,101.3582,100.7462,101.3482,2028,1
2024-01-04 03:00:00,101.2033,101.5195,100.5414,100.5437,2985,0
2024-01-04 03:15:00,100.6371,100.7173,99.6832,99.0207,2308,0
2024-01-04 03:30:00,100.5583,101.1232,100.362,100.6057,2417,1
2024-01-04 03:45:00,96.2277,96.6211,95.6497,101.6386,3297,1
2024-01-04 04:00:00,100.2606,100.3791,99.8086,98.9166,4607,0
2024-01-04 04:15:00,99.9746,100.0557,99.8036,99.2059,3557,0
2024-01-04 04:30:00,99.853,100.3228,99.0828,97.3795,3084,0
2024-01-04 04:45:00,99.3694,99.5053,98.5078,98.4587,1923,0
2024-01-04 05:00:00,100.0554,100.3225,99.1918,101.9454,2374,1
2024-01-04 05:15:00,100.4121,101.3928,99.9102,101.9513,2439,1
2024-01-04 05:30:00,99.7362,100.4431,99.4512,100.8057,2596,1
2024-01-04 05:45:00,99.5367,100.26,99.1567,100.412,3891,1
2024-01-04 06:00:00,101.2298,102.2062,100.7998,99.4525,1690,0
2024-01-04 06:15:00,98.8946,99.0793,98.335,100.8506,3086,1
2024-01-04 06:30:00,101.0302,101.9291,100.3521,99.8192,2169,0
2024-01-04 06:45:00,100.1768,100.2588,99.674,101.9951,3947,1
2024-01-04 07:00:00,99.1957,99.8736,98.3448,100.9914,1619,1
2024-01-04 07:15:00,99.71,99.9862,99.1285,101.0502,1764,1
2024-01-04 07:30:00,99.08,99.9208,98.1609,100.179,4791,1
2024-01-04 07:45:00,100.6751,101.5797,99.8096,99.3842,2546,0
2024-01-04 08:00:00,100.3479,100.8732,100.1198,101.2135,4983,1
2024-01-04 08:15:00,99.4432,99.8341,99.2043,99.6102,3237,1
2024-01-04 08:30:00,98.8978,99.2547,98.3211,98.6853,1977,0
2024-01-04 08:45:00,100.3017,101.2423,99.5677,101.2497,2899,1
2024-01-04 09:00:00,100.9574,101.8165,100.6836,100.8363,1891,0
2024-01-04 09:15:00,99.8862,100.7589,98.9623,100.0115,3130,1
2024-01-04 09:30:00,100.4184,101.0941,100.0145,100.4948,4820,1
2024-01-04 09:45:00,99.624,99.6427,99.2595,102.5848,4559,1
2024-01-04 10:00:00,100.0676,100.5021,99.2517,97.6573,4551,0
2024-01-04 10:15:00,99.7087,100.6303,99.5843,99.9296,4969,1
2024-01-04 10:30:00,100.294,100.3849,99.2979,100.4506,2210,1
2024-01-04 10:45:00,98.4902,98.8531,97.5513,99.7279,3019,1
2024-01-04 11:00:00,100.6442,101.5519,99.7618,99.1806,3549,0
2024-01-04 11:15:00,99.7701,100.0514,99.2796,101.5319,2663,1
2024-01-04 11:30:00,100.3586,101.1383,99.4742,102.317,4131,1
2024-01-04 11:45:00,99.6597,99.9507,99.2123,101.007,2684,1
2024-01-04 12:00:00,100.3204,100.742,100.1775,101.3238,2493,1
2024-01-04 12:15:00,98.9274,99.1067,98.0628,99.3141,3815,1
2024-01-04 12:30:00,101.1892,102.0706,100.6076,99.7481,2229,0
2024-01-04 12:45:00,98.2965,99.2301,98.1007,100.3788,3860,1
2024-01-04 13:00:00,98.9608,99.6026,98.7071,100.8586,3319,1
2024-01-04 13:15:00,100.2357,101.124,99.6413,99.748,4886,0
2024-01-04 13:30:00,101.4628,101.8324,101.167,101.37,4429,0
2024-01-04 13:45:00,100.2781,101.2749,100.1002,100.3876,4767,1
2024-01-04 14:00:00,99.7521,100.5877,99.4513,100.9193,4884,1
2024-01-04 14:15:00,98.5749,99.2998,98.4857,101.6114,1083,1
2024-01-04 14:30:00,99.8087,99.8771,99.1414,100.6377,1676,1
2024-01-04 14:45:00,99.9801,100.8812,99.2643,99.1274,4162,0
2024-01-04 15:00:00,101.6906,102.5242,101.4356,98.7831,3245,0
2024-01-04 15:15:00,100.6221,100.9654,99.8108,99.4033,4638,0
2024-01-04 15:30:00,98.4709,98.9504,97.5578,99.9181,1730,1
2024-01-04 15:45:00,102.0268,102.1031,101.116,99.954,1266,0
2024-01-04 16:00:00,99.605,99.904,98.9405,99.5765,3491,0
2024-01-04 16:15:00,99.1205,99.5164,98.6746,100.2954,4902,1
2024-01-04 16:30:00,101.4748,101.8534,101.4183,100.1074,1391,0
2024-01-04 16:45:00,99.9502,100.7214,98.9711,100.5673,1966,1
2024-01-04 17:00:00,99.6326,100.5273,98.8281,99.563,4226,0
2024-01-04 17:15:00,100.2188,100.6395,99.9698,101.139,2293,1
2024-01-04 17:30:00,100.8449,101.0082,100.0449,97.7173,1470,0
2024-01-04 17:45:00,100.9933,101.8992,100.9356,100.3451,1147,0
2024-01-04 18:00:00,98.6248,98.7684,97.639,100.0874,3123,1
2024-01-04 18:15:00,101.9985,102.6068,101.8755,100.6007,4698,0
2024-01-04 18:30:00,100.9469,101.4646,100.8437,101.7881,3698,1
2024-01-04 18:45:00,99.6208,100.0207,98.7839,100.9243,1155,1
2024-01-04 19:00:00,99.1813,99.3265,99.1121,100.2204,2275,1
2024-01-04 19:15:00,99.031,99.6427,98.7104,99.5875,2318,1
2024-01-04 19:30:00,100.1234,101.0481,99.9029,100.6754,3324,1
2024-01-04 19:45:00,99.352,99.5935,99.1077,99.7842,3838,1
2024-01-04 20:00:00,99.2351,100.1823,98.8643,99.572,2447,1
2024-01-04 20:15:00,100.8113,101.3345,100.2125,101.1715,4898,1
2024-01-04 20:30:00,100.3646,101.0757,99.8394,100.282,1699,0
